C_dimensionless,conductance_m3_per_Pa_s,edge_u,edge_v,geometry_source,harmonic,length_m,radius_m
0.005740461133864613,4.649194823993577e-16,43734,41299,radius_adapted_m+length_true,2,0.00010702631499422069,4.589011216570224e-06
0.0004215931377740577,6.101742731391491e-15,43734,43748,radius_adapted_m+length_true,2,4.427383305553895e-05,7.004905705985325e-06
0.015115729574071597,5.145743016088063e-17,40157,40325,radius_adapted_m+length_true,2,9.798710128337891e-05,2.5891445089042936e-06
0.02674939697220451,2.7380747984257605e-17,43234,40859,radius_adapted_m+length_true,2,0.00011616926368939776,2.3074705975471866e-06
0.017796787932916263,1.1812278711760872e-16,43234,41971,radius_adapted_m+length_true,2,0.0001441249320617757,3.5097019740604136e-06
0.0009931412750008143,3.6358384758935263e-16,43234,43246,radius_adapted_m+length_true,2,3.061557014227106e-05,3.156012922964397e-06
0.0011270491067414898,1.8799997261501732e-15,43748,43766,radius_adapted_m+length_true,2,5.759895773696534e-05,5.573719930199315e-06
0.006323228429092316,3.5271030309452434e-16,43748,43756,radius_adapted_m+length_true,2,0.00010411151499939557,4.25335143292019e-06
0.0004103237165861664,1.332806349239913e-15,43756,43830,radius_adapted_m+length_true,2,2.618626554696633e-05,4.199641269146032e-06
0.0031973905851156075,3.3595462727617657e-16,43756,43804,radius_adapted_m+length_true,2,6.501658290101115e-05,3.7353235984432412e-06
0.0023914885117091228,1.9432259971211177e-16,41197,43362,radius_adapted_m+length_true,2,4.4636154627596816e-05,2.965203888687666e-06
0.012846034881311568,6.631441978345891e-17,41197,43291,radius_adapted_m+length_true,2,9.567141399859124e-05,2.742202872200829e-06
0.0024740952122539444,4.724778477792729e-16,43246,40901,radius_adapted_m+length_true,2,6.139573833051862e-05,4.009885383150592e-06
0.0036970672962126617,9.952186047349861e-17,43246,43254,radius_adapted_m+length_true,2,4.77468292138343e-05,2.5510430949252904e-06
