tile_id,n_observed_edges,n_boundary_nodes,n_interior_nodes,harmonics,D_mode,D_mean,D_median,D_ci95_low,D_ci95_high,W95_decades,posterior_mass_at_lower_boundary,posterior_mass_at_upper_boundary,prior_width_decades,prior_to_posterior_width_ratio,identified,cholesky_attempts,cholesky_jitter_uses,cholesky_failures,cholesky_max_jitter
17,282,34,209,H2,0.00015848931924611142,0.00038898234414067257,0.00013751084508619414,1.1871077100403544e-05,0.0016490779180371464,2.142751050652541,0.012991582111309284,1.5935665998185866e-05,3.9199999999999995,1.8294239075539016,True,560511,0,0,0.0
15,291,45,209,H2,1.9952623149688786e-05,1.9949082983243783e-05,1.7781026484358365e-05,1.5937339208682068e-05,1.9837997968018323e-05,0.09508202522479443,3.1148572755210317e-226,0.0,3.9199999999999995,41.22756105301999,True,891459,357788,26840,0.0001665110857963152
16,317,46,238,H2,0.0019952623149688807,0.006024025690240501,0.001654564731341503,2.4103579374065098e-05,0.03186677898627753,3.1212566283403587,0.0034021925227741773,0.0016297300475844904,3.9199999999999995,1.2559044214459067,True,560511,0,0,0.0
5,421,65,319,H2,0.001584893192461114,0.007643602029444897,0.0012881986732437391,2.1755218790210142e-05,0.05570701129120724,3.4083464036601647,0.0038959838486377516,0.008516724270960155,3.9199999999999995,1.1501178388999365,True,560511,0,0,0.0
20,198,32,145,H2,3.9810717055349695e-05,5.469838707839368e-05,3.472494315699438e-05,9.999999999999997e-06,0.00017468182998377254,1.2422477329841974,0.04407330212719586,1.1805117764161318e-14,3.9199999999999995,3.1555702585853425,True,560511,0,0,0.0
21,182,45,131,H2,1e-05,2.268614468988458e-05,1.4874497740756138e-05,9.999999999999997e-06,6.285955085517779e-05,0.7983712735664684,0.20261527456526646,5.651680201981496e-19,3.9199999999999995,4.909996300954884,False,560511,0,0,0.0
22,284,39,203,H2,3.9810717055349695e-05,5.214605729491095e-05,3.5874523256917954e-05,9.999999999999997e-06,0.0001486331406311222,1.17211565456943,0.03702386047961793,6.078620828062509e-14,3.9199999999999995,3.344379869612772,True,560511,0,0,0.0
25,207,29,157,H2,0.00019952623149688788,0.00032878700691103114,0.00013577690798914234,1.1182624389880908e-05,0.0014923562558139673,2.1253287727012005,0.015695438243305,1.0824641298216806e-06,3.9199999999999995,1.84442051994518,True,560511,0,0,0.0
19,260,44,194,H2,0.00012589254117941674,0.000600451183316924,0.00012034489974714723,1.2144204980108658e-05,0.0032268207747703035,2.4244057553339373,0.012147337905471685,0.00015453075036200268,3.9199999999999995,1.6168910634598206,True,560511,0,0,0.0
24,235,34,187,H2,5.011872336272725e-05,0.00013311122308785875,5.2032205584909284e-05,9.999999999999997e-06,0.0006192905755667001,1.7918944709178213,0.04351645133248934,8.579724647935364e-09,3.9199999999999995,2.187628827266902,True,560511,0,0,0.0
28,182,37,144,H2,1e-05,3.673988198032486e-05,1.675932254790642e-05,9.999999999999997e-06,0.00017394332135584764,1.2404077584415594,0.1733400366673085,1.5048845891629948e-17,3.9199999999999995,3.1602511136539997,False,1050849,544820,54482,0.002249249192387424
23,247,50,182,H2,0.0007943282347242822,0.0022879527879364845,0.0004436857534931135,1.4139135931848898e-05,0.013976155909665555,2.9949648669811904,0.008367343423825864,0.0007992277234101975,3.9199999999999995,1.3088634338309313,True,560511,0,0,0.0
29,210,38,162,H2,3.1622776601683795e-05,3.408825958708488e-05,2.4676563237936782e-05,9.999999999999997e-06,8.520262551013405e-05,0.9304529777126505,0.0731314297977865,2.774116904028874e-25,3.9199999999999995,4.213001724855142,False,560511,0,0,0.0
27,291,38,208,H2,0.0002511886431509582,0.0003769569388678461,0.0001705214566854457,1.255074120633995e-05,0.0016192743188467725,2.1106510535590184,0.011261464800384924,7.166150477404684e-07,3.9199999999999995,1.8572468402060227,True,560511,0,0,0.0
26,262,44,189,H2,0.0019952623149688807,0.00549250004135494,0.0012561530573115109,2.2723317424403025e-05,0.035063678136788116,3.1883857358824206,0.003651591363170174,0.0027131137153543535,3.9199999999999995,1.2294622811424343,True,560511,0,0,0.0
30,254,41,189,H2,3.9810717055349695e-05,8.10171585852275e-05,3.898772281866965e-05,9.999999999999997e-06,0.0003363834549290249,1.5268346268115685,0.04471729962560916,2.130618760832244e-08,3.9199999999999995,2.567403130086189,True,560511,0,0,0.0
32,231,28,164,H2,0.00019952623149688788,0.00034834017763106436,0.00013158691612675513,1.1604529645137076e-05,0.001449918081245208,2.0967159234519577,0.013906295896905797,3.6368607498782285e-05,3.9199999999999995,1.8695904181174208,True,560511,0,0,0.0
31,261,30,188,H2,0.00012589254117941674,0.0003156896710916637,9.956606565767384e-05,9.999999999999997e-06,0.0015468718679856456,2.1894543412808605,0.03779017225697226,1.3008951331451419e-05,3.9199999999999995,1.7904004326971927,True,560511,0,0,0.0
34,144,38,102,H2,1.2589254117941661e-05,3.691796342087944e-05,2.1093222721890284e-05,9.999999999999997e-06,0.00012389949924222063,1.0930695511155322,0.12060049201565941,3.2326191124020265e-15,3.9199999999999995,3.586231082916401,False,560511,0,0,0.0
35,263,35,205,H2,0.0001,0.00015384497023028903,7.983722892818246e-05,1.2412912642166088e-05,0.0005919197432335846,1.6783891269380955,0.010965708974571312,2.2067992360050607e-07,3.9199999999999995,2.3355728043539585,True,560511,0,0,0.0
38,189,27,125,H2,0.0002511886431509582,0.0003675659791560884,0.00016586947160034652,1.2416913925884867e-05,0.0016106172322773277,2.112978670775251,0.011559296664965062,1.7914347815203478e-07,3.9199999999999995,1.8552009323225933,True,560511,0,0,0.0
37,228,27,162,H2,1e-05,1.1872312052252467e-05,9.999999999999997e-06,9.999999999999997e-06,1.693956875661606e-05,0.22890234997308667,0.5495664628935312,6.051320882120323e-11,3.9199999999999995,17.125206449216865,False,560511,0,0,0.0
33,309,42,239,H2,1.2589254117941661e-05,3.7473781800138345e-05,1.8230148602030095e-05,9.999999999999997e-06,0.00014869892128381294,1.1723078180028768,0.13767810212303724,4.352045745323522e-09,3.9199999999999995,3.3438316624707354,False,560511,0,0,0.0
36,254,40,182,H2,3.1622776601683795e-05,0.0005002101114840269,2.9527428478516496e-05,9.999999999999997e-06,0.003044961242359614,2.483581769107983,0.04423234976090065,0.0003346779442280504,3.9199999999999995,1.578365588264053,True,560511,0,0,0.0
39,227,36,169,H2,0.000630957344480193,0.001827079490616816,0.0004180999067803498,1.621550518813492e-05,0.011471249473325403,2.8496802412672753,0.006350179356093153,0.0006523713814991355,3.9199999999999995,1.3755929325799532,True,560511,0,0,0.0
43,158,19,123,H2,0.0001,0.00047566655308662156,8.253730872475563e-05,1.0781349471882194e-05,0.0012378791680947609,2.0600051306848934,0.0176799252169464,0.0005441383411961688,3.9199999999999995,1.9029078819316874,True,560511,0,0,0.0
40,213,34,171,H2,1.584893192461114e-05,4.4466599981264795e-05,2.1459780156755447e-05,9.999999999999997e-06,0.000180569294492482,1.2566439012032242,0.1060121914583302,1.3130106874528561e-08,3.9199999999999995,3.1194199058672374,False,560511,0,0,0.0
41,169,35,133,H2,1e-05,2.816805390368098e-05,1.4336411210283314e-05,9.999999999999997e-06,0.0001107237506506856,1.0442407886309955,0.2320071178659151,1.2409411050455772e-09,3.9199999999999995,3.75392346542902,False,560511,0,0,0.0
44,150,22,116,H2,0.00015848931924611142,0.00032675221840901833,0.0001314190253203458,1.1668132150083257e-05,0.0016683782390499813,2.1552931774531943,0.013668860098683289,1.0880038943371582e-10,3.9199999999999995,1.8187780859734701,True,560511,0,0,0.0
42,226,32,179,H2,3.9810717055349695e-05,7.359404273938346e-05,3.9022918230024114e-05,9.999999999999997e-06,0.0002812988193593602,1.4491679093895486,0.045348758573163214,2.6355377959765937e-10,3.9199999999999995,2.7050005555610674,True,560511,0,0,0.0
49,120,24,79,H2,0.000630957344480193,0.0006335982103797575,0.00031680771635341767,1.489756108819123e-05,0.002490619305264983,2.2231921751278922,0.007478516510651309,1.647898285197917e-08,3.9199999999999995,1.7632303873031112,True,560511,0,0,0.0
48,181,26,131,H2,0.0002511886431509582,0.00041567167221330043,0.00017453499715469446,1.2391253908985543e-05,0.0019215735791398632,2.190541762535908,0.011641025508741664,8.344366828140787e-07,3.9199999999999995,1.7895116482335232,True,560511,0,0,0.0
45,201,38,153,H2,5.011872336272725e-05,8.473641585975108e-05,4.583190732269195e-05,1.0115314436481207e-05,0.0003385056910367788,1.5245865870992834,0.0234260466073534,3.4413293369339296e-12,3.9199999999999995,2.5711888279551833,True,560511,0,0,0.0
50,211,30,152,H2,0.0001,0.0001414999898165017,7.243429638190447e-05,1.032063583050754e-05,0.0005694039490354907,1.7417140208265727,0.021366128721492086,1.9778367435443162e-08,3.9199999999999995,2.2506565102689295,True,560511,0,0,0.0
47,247,36,174,H2,0.000630957344480193,0.004261223910936699,0.0007428042212742447,1.9534525687256285e-05,0.030359371429993818,3.1914899048492047,0.004597352560648675,0.0021281013823785063,3.9199999999999995,1.2282664576328077,True,560511,0,0,0.0
46,234,44,174,H2,5.011872336272725e-05,8.905427102490283e-05,4.920762039535836e-05,1.2084232292328744e-05,0.0003358062189578006,1.443869669764874,0.01068588709798276,1.7686933499170958e-11,3.9199999999999995,2.7149264799213833,True,560511,0,0,0.0
53,88,27,63,H2,0.00015848931924611142,0.00024302307347392986,0.00011486587981259465,1.1419174405553052e-05,0.0009902000460313139,1.9380882361795129,0.014587590021473952,7.900289389239719e-08,3.9199999999999995,2.0226117298598134,True,560511,0,0,0.0
52,115,35,76,H2,7.943282347242822e-05,0.00013491542035725738,6.87534955977079e-05,1.0080325595383774e-05,0.0005344442062756253,1.7244278133111053,0.02397457258338716,2.0583312803239224e-10,3.9199999999999995,2.2732177999803516,True,560511,0,0,0.0
51,192,31,139,H2,7.943282347242822e-05,0.00010663189043587978,5.9763435070391345e-05,9.999999999999997e-06,0.00039478143001500925,1.596356715852495,0.026223250595656306,3.4293130574185308e-12,3.9199999999999995,2.455591511015519,True,560511,0,0,0.0
