D_hat,D_hi_lr3,D_lo_lr3,D_p025,D_p500,D_p975,ablation,chi2_h1_red_at_mode,harmonics,location,log_likelihood_at_mode,log_posterior_at_mode,log_prior_at_mode,max_neg2_delta_logpost,mode_at_grid_boundary,n_boundary,n_h1,n_obs,n_params_marginalized,objective,observation_source,sigma_h1_nL_s_at_mode,tile_id,weight_mode,width_decades_lr3
0.025118864315095822,0.03162277660168379,0.01584893192461114,0.013337350849421028,0.020371678959275507,0.030340662353238027,bayes_h1_marginal_boundary,1.000000032167375,H1,interior,12713.89859906489,12713.14962276181,-0.7489763030799538,146.41468694976356,False,38,212,424,76,bayes_h1_marginal_boundary,measured_graph,0.04172603886468177,71,h1_z,0.29999999999999977
0.0012589254117941675,0.01584893192461114,1e-05,1.8118706444953803e-05,0.0006273821551692719,0.008494313522750043,bayes_h1_marginal_boundary,1.000000085468896,H1,interior,7170.2751335115845,7170.2722385717325,-0.0028949398523394052,22.038444609139333,False,33,132,264,66,bayes_h1_marginal_boundary,measured_graph,1.0650998958037512,72,h1_z,3.2
0.001,0.012589254117941675,1e-05,1.7416784509662206e-05,0.0005400811235791719,0.006081443357898968,bayes_h1_marginal_boundary,1.0000001264673228,H1,interior,8461.665107189501,8461.649603123744,-0.015504065757907535,22.7557929202776,False,38,159,318,76,bayes_h1_marginal_boundary,measured_graph,1.910938599078946,73,h1_z,3.1
0.1,0.1,0.1,0.07994634622660056,0.08971607498800029,0.09948580374940003,bayes_h1_marginal_boundary,1.0000016937085328,H1,interior,9002.343653124783,9000.680331577136,-1.663321547646544,158.18806889067127,True,34,166,332,68,bayes_h1_marginal_boundary,measured_graph,0.9839496558420273,74,h1_z,0.0
0.0019952623149688807,0.1,1e-05,2.1924889469680346e-05,0.0012144569263310854,0.05959961438076155,bayes_h1_marginal_boundary,1.000004121559648,H1,periphery,4511.256552008355,4511.248875320314,-0.007676688041203171,4.945950512374111,False,22,83,166,44,bayes_h1_marginal_boundary,measured_graph,1.059778576086054,75,h1_z,4.0
0.07943282347242822,0.1,0.039810717055349734,0.033981610136538394,0.06247479444391917,0.09753503328086731,bayes_h1_marginal_boundary,1.0000006211685881,H1,periphery,2138.148571244606,2136.662640571054,-1.4859306735521132,50.01218795544719,False,16,41,82,32,bayes_h1_marginal_boundary,measured_graph,2.068583498852341,76,h1_z,0.3999999999999999
0.012589254117941675,0.03162277660168379,2.5118864315095822e-05,3.5278812793991756e-05,0.005170095627855876,0.02360826061709921,bayes_h1_marginal_boundary,1.000004252810477,H1,interior,8426.187010729307,8425.76020704851,-0.42680368079665804,25.032447776695335,False,38,159,318,76,bayes_h1_marginal_boundary,measured_graph,2.011204606971151,78,h1_z,3.0999999999999996
0.1,0.1,0.1,0.07943841328619612,0.08945559655702365,0.09947277982785119,bayes_h1_marginal_boundary,1.0000001639662357,H1,interior,12095.58448004594,12093.921158498293,-1.663321547646544,35.537124004211364,True,43,208,416,86,bayes_h1_marginal_boundary,measured_graph,0.12806903160127808,79,h1_z,0.0
0.00031622776601683794,0.0031622776601683794,1.9952623149688786e-05,2.5138466043828727e-05,0.0002941120139171706,0.001957780845661781,bayes_h1_marginal_boundary,1.0000000010685408,H1,interior,15030.543898752218,15030.315349056931,-0.22854969528574837,85.91683002388163,False,44,251,502,88,bayes_h1_marginal_boundary,measured_graph,0.04426824463723545,80,h1_z,2.2
3.1622776601683795e-05,0.00031622776601683794,1e-05,1e-05,3.226496021718356e-05,0.0001849163711756955,bayes_h1_marginal_boundary,1.00000000511306,H1,periphery,13203.91497496786,13202.51033401352,-1.404640954341429,166.04332590398553,False,28,217,434,56,bayes_h1_marginal_boundary,measured_graph,0.03577975775734366,81,h1_z,1.5
0.07943282347242822,0.1,0.05011872336272725,0.04203984530574594,0.06620891204619499,0.0973196174721675,bayes_h1_marginal_boundary,1.0000000069751436,H1,periphery,11115.698339123177,11114.212408449624,-1.4859306735521132,58.250258885298535,False,21,185,370,42,bayes_h1_marginal_boundary,measured_graph,0.04857325432829775,83,h1_z,0.2999999999999998
0.00019952623149688788,0.0019952623149688807,1e-05,1.2082505080139014e-05,0.000146443994259331,0.0012121572790966748,bayes_h1_marginal_boundary,1.0000000021480961,H1,periphery,6774.602311612773,6774.2185436656755,-0.38376794709688455,40.01642770615217,False,20,118,236,40,bayes_h1_marginal_boundary,measured_graph,0.16614332069174484,84,h1_z,2.3000000000000003
0.012589254117941675,0.05011872336272725,0.0031622776601683794,0.003342223215055716,0.011519537404968775,0.039702634610885565,bayes_h1_marginal_boundary,1.0000001035093014,H1,periphery,8952.72785378234,8952.301050101543,-0.42680368079665804,20.83805253956598,False,30,170,340,60,bayes_h1_marginal_boundary,measured_graph,2.717819964650298,86,h1_z,1.2000000000000002
0.005011872336272725,0.025118864315095822,3.1622776601683795e-05,3.7163849487587895e-05,0.00293537020941356,0.014741849265845186,bayes_h1_marginal_boundary,1.0000007640186852,H1,periphery,7487.744532803326,7487.607292618907,-0.13724018441893068,18.82987773125933,False,26,143,286,52,bayes_h1_marginal_boundary,measured_graph,3.1186620664829316,87,h1_z,2.9000000000000004
