edge_u,edge_v,flow_sign,geometry_source,length_m,radius_m,tile_id
33097,33397,-1.0,radius_adapted_m+length_true,3.0349854104740753e-05,3.066308299775365e-06,36
33114,33156,-1.0,radius_adapted_m+length_true,7.57416000113664e-05,2.537635339946074e-06,36
33135,33156,1.0,radius_adapted_m+length_true,3.474801282323678e-05,3.0760143312457207e-06,36
33135,33302,-1.0,radius_adapted_m+length_true,5.250295135302958e-05,3.5085714084976926e-06,36
33153,33397,1.0,radius_adapted_m+length_true,6.511716108004411e-05,2.9292886456667452e-06,36
33153,33156,-1.0,radius_adapted_m+length_true,8.44655953067909e-05,2.9543190333896696e-06,36
33153,33516,1.0,radius_adapted_m+length_true,7.250402211032126e-05,2.383341665349392e-06,36
33192,33214,-1.0,radius_adapted_m+length_true,6.054644676993308e-05,4.183135713880031e-06,36
33214,33364,-1.0,radius_adapted_m+length_true,0.00010692453149835043,4.502074188261265e-06,36
33214,33279,1.0,radius_adapted_m+length_true,6.663381942677228e-05,4.341706701450645e-06,36
33245,35888,-1.0,radius_adapted_m+length_true,6.902521788186547e-05,2.2641303401749157e-06,36
33258,33364,1.0,radius_adapted_m+length_true,5.075990938339586e-05,4.6178479091932905e-06,36
33258,35804,-1.0,radius_adapted_m+length_true,7.061951389063998e-05,5.13115534699843e-06,36
33279,33302,1.0,radius_adapted_m+length_true,7.79045400554914e-05,4.152618548118073e-06,36
33302,33315,-1.0,radius_adapted_m+length_true,7.628690260057055e-05,3.2877087575375684e-06,36
33315,33503,1.0,radius_adapted_m+length_true,0.00011733684521565013,1.8819797462606146e-06,36
33315,33326,-1.0,radius_adapted_m+length_true,3.401907521523587e-05,3.0812135913492254e-06,36
33326,33515,1.0,radius_adapted_m+length_true,0.00010368453658542054,1.9546159010280633e-06,36
33326,33651,-1.0,radius_adapted_m+length_true,4.543392241555846e-05,4.1956663771052335e-06,36
33338,33364,-1.0,radius_adapted_m+length_true,4.5045845894799105e-05,3.145990438777158e-06,36
33338,33373,1.0,radius_adapted_m+length_true,0.00010521509723984866,2.4494058427905083e-06,36
33373,33651,1.0,radius_adapted_m+length_true,6.7337804376188e-05,3.7606808223247706e-06,36
33377,33394,-1.0,radius_adapted_m+length_true,7.419896817822723e-05,2.6721238251365368e-06,36
33377,33731,-1.0,radius_adapted_m+length_true,4.369617732578343e-05,1.98196113373707e-06,36
33394,35895,-1.0,radius_adapted_m+length_true,5.357846554899104e-05,2.741787046307606e-06,36
33394,35948,1.0,radius_adapted_m+length_true,3.5224977693286e-05,2.737163581730244e-06,36
33397,33431,1.0,radius_adapted_m+length_true,0.00011190143798550528,1.6703741419987052e-06,36
33439,33454,-1.0,radius_adapted_m+length_true,9.92508503980414e-05,1.557652231540865e-06,36
33439,33530,-1.0,radius_adapted_m+length_true,4.4156772737906366e-05,2.7331237784136555e-06,36
33454,33530,1.0,radius_adapted_m+length_true,4.8580650167342306e-05,3.5524889517398423e-06,36
33492,33585,-1.0,radius_adapted_m+length_true,5.23953378587882e-05,3.7062701390441497e-06,36
33492,33516,-1.0,radius_adapted_m+length_true,7.891161550535265e-05,3.3262810914484044e-06,36
33503,33516,1.0,radius_adapted_m+length_true,6.486902130418592e-05,2.8193976194521796e-06,36
33503,33515,-1.0,radius_adapted_m+length_true,3.2959385363664835e-05,2.4798836273186222e-06,36
33515,33685,-1.0,radius_adapted_m+length_true,5.2890919968118696e-05,2.6664468823301637e-06,36
33529,33530,-1.0,radius_adapted_m+length_true,6.914772402271142e-05,3.4068943678045076e-06,36
33529,33561,1.0,radius_adapted_m+length_true,6.345726997961039e-05,4.644655440859809e-06,36
33565,33585,-1.0,radius_adapted_m+length_true,9.832189439310948e-05,2.3943769051536152e-06,36
33565,33577,-1.0,radius_adapted_m+length_true,8.585898921634178e-05,3.0026122554599736e-06,36
33577,37958,-1.0,radius_adapted_m+length_true,3.8595035504008105e-05,2.9156121755299376e-06,36
33585,33590,-1.0,radius_adapted_m+length_true,4.56309465668023e-05,2.9218667737072556e-06,36
33590,33635,-1.0,radius_adapted_m+length_true,9.427380061735351e-05,1.4949584391572745e-06,36
33590,33609,-1.0,radius_adapted_m+length_true,8.368841773964937e-05,2.8216115920799764e-06,36
33609,33685,-1.0,radius_adapted_m+length_true,5.937557554568312e-05,3.231444532108013e-06,36
33609,33646,1.0,radius_adapted_m+length_true,6.638619187648754e-05,3.5965434951453637e-06,36
33635,33646,-1.0,radius_adapted_m+length_true,4.1260447067876874e-05,3.142842954362209e-06,36
33635,37958,1.0,radius_adapted_m+length_true,9.596616793586634e-05,2.7366169605534635e-06,36
33646,33794,-1.0,radius_adapted_m+length_true,3.779098499543934e-05,3.3740125262146955e-06,36
33651,33673,1.0,radius_adapted_m+length_true,3.8810022753346295e-05,3.3814907438926797e-06,36
33673,33737,1.0,radius_adapted_m+length_true,7.344679681747026e-05,1.4939475633706604e-06,36
33673,33700,1.0,radius_adapted_m+length_true,6.561787166853009e-05,2.6348131360573144e-06,36
33685,33700,-1.0,radius_adapted_m+length_true,4.631145280344206e-05,3.697014882859669e-06,36
33700,33784,-1.0,radius_adapted_m+length_true,5.440160651189031e-05,2.7026740052732257e-06,36
33731,35948,-1.0,radius_adapted_m+length_true,8.766025983629721e-05,2.0685505014673325e-06,36
33731,33737,-1.0,radius_adapted_m+length_true,3.6206001879884105e-05,1.3374929402773668e-06,36
33737,33745,-1.0,radius_adapted_m+length_true,7.932666785523057e-05,1.8898135616338937e-06,36
33745,33825,1.0,radius_adapted_m+length_true,5.1398103369595827e-05,4.125925266730548e-06,36
33784,33794,1.0,radius_adapted_m+length_true,0.00013991792786590844,1.7563558474842185e-06,36
33784,33825,-1.0,radius_adapted_m+length_true,5.840728807564212e-05,2.8483811675146476e-06,36
33794,33878,-1.0,radius_adapted_m+length_true,8.137315854991514e-05,2.7724031181860406e-06,36
33825,33872,1.0,radius_adapted_m+length_true,8.375945470789477e-05,3.7089785433991865e-06,36
33842,36241,-1.0,radius_adapted_m+length_true,0.00011345508071514361,3.5828182183296344e-06,36
33842,36367,-1.0,radius_adapted_m+length_true,8.57149387127964e-05,2.9995401002314895e-06,36
33872,36385,-1.0,radius_adapted_m+length_true,0.00012144063911527314,3.009679439535722e-06,36
33872,38604,1.0,radius_adapted_m+length_true,0.00012262663307394955,4.293298206177781e-06,36
34015,34037,-1.0,radius_adapted_m+length_true,4.3924422283781695e-05,3.4211254266213917e-06,36
34037,34043,-1.0,radius_adapted_m+length_true,7.834938304743016e-05,2.8289251257714968e-06,36
34037,34052,-1.0,radius_adapted_m+length_true,6.727413522907313e-05,3.007914172936759e-06,36
34043,34386,-1.0,radius_adapted_m+length_true,8.137130917032578e-05,4.150362609012611e-06,36
34043,34056,-1.0,radius_adapted_m+length_true,7.096589205580503e-05,2.482110607999014e-06,36
34052,34126,-1.0,radius_adapted_m+length_true,6.0669986464729385e-05,3.217806254239016e-06,36
34056,34103,-1.0,radius_adapted_m+length_true,5.8472493030362134e-05,2.128363065259584e-06,36
34056,34442,1.0,radius_adapted_m+length_true,6.388370320220737e-05,2.786276259443832e-06,36
34073,34126,1.0,radius_adapted_m+length_true,3.7781230684418944e-05,2.5067584471280943e-06,36
34073,34124,-1.0,radius_adapted_m+length_true,9.346065080577779e-05,1.4215890610586516e-06,36
34103,34126,1.0,radius_adapted_m+length_true,3.819488075633093e-05,2.7857398582848155e-06,36
34103,34463,-1.0,radius_adapted_m+length_true,5.368385319016392e-05,3.0346002775011138e-06,36
34124,34288,-1.0,radius_adapted_m+length_true,5.061315171549298e-05,3.2630722333457297e-06,36
34124,34463,1.0,radius_adapted_m+length_true,4.3059395346672767e-05,2.9494871307864066e-06,36
34270,34290,-1.0,radius_adapted_m+length_true,0.00010278585935661397,2.6068750620883717e-06,36
34288,34290,-1.0,radius_adapted_m+length_true,4.7066900443366665e-05,3.2432489164588336e-06,36
34288,34640,-1.0,radius_adapted_m+length_true,9.55531476935278e-05,2.0247783425365616e-06,36
34290,34309,-1.0,radius_adapted_m+length_true,0.00011715690186472705,3.216235367384303e-06,36
34324,34356,-1.0,radius_adapted_m+length_true,6.883368693226642e-05,3.7515518831144243e-06,36
34356,34679,1.0,radius_adapted_m+length_true,0.00012292318550975368,1.944507209143955e-06,36
34382,34421,-1.0,radius_adapted_m+length_true,0.00010095048632612069,3.6876070546984422e-06,36
34386,34442,-1.0,radius_adapted_m+length_true,8.004610277834958e-05,5.500434158137565e-06,36
34411,34570,-1.0,radius_adapted_m+length_true,6.924946500741497e-05,2.8471971657025e-06,36
34442,34447,-1.0,radius_adapted_m+length_true,5.3454708035544264e-05,5.881983039748297e-06,36
34447,34463,-1.0,radius_adapted_m+length_true,7.053732578413396e-05,4.138869721933183e-06,36
34464,34647,-1.0,radius_adapted_m+length_true,0.0001278344348056242,3.7048620024246345e-06,36
34464,34490,-1.0,radius_adapted_m+length_true,6.642787068924125e-05,3.539953054299287e-06,36
34490,34573,-1.0,radius_adapted_m+length_true,4.967692902266021e-05,2.977940263789571e-06,36
34490,34570,-1.0,radius_adapted_m+length_true,9.152352425003597e-05,1.7933418650802917e-06,36
34499,34531,-1.0,radius_adapted_m+length_true,0.00014521790920238496,2.486405185694965e-06,36
34551,34585,1.0,radius_adapted_m+length_true,0.00011661751798434462,2.2030751703663672e-06,36
34551,35853,-1.0,radius_adapted_m+length_true,0.00013109476215888253,5.175030428115113e-06,36
34570,34585,-1.0,radius_adapted_m+length_true,3.643822723305215e-05,3.432941663189699e-06,36
34573,34666,-1.0,radius_adapted_m+length_true,0.00010665537281636838,2.629431671344381e-06,36
34573,34584,-1.0,radius_adapted_m+length_true,4.6218551361689036e-05,3.0575517595391604e-06,36
34584,34593,1.0,radius_adapted_m+length_true,7.61320208372455e-05,2.8042783356767703e-06,36
34584,34758,-1.0,radius_adapted_m+length_true,3.8720502992922224e-05,3.0044212249291396e-06,36
34593,35842,-1.0,radius_adapted_m+length_true,0.00010683569170571941,2.280049267898777e-06,36
34640,34679,-1.0,radius_adapted_m+length_true,6.977493866271529e-05,2.7152394624592478e-06,36
34640,34647,1.0,radius_adapted_m+length_true,5.430649820438941e-05,2.7824964554985843e-06,36
34647,34666,-1.0,radius_adapted_m+length_true,6.282993936042872e-05,3.6324129208111797e-06,36
34666,34707,-1.0,radius_adapted_m+length_true,7.868616526442617e-05,3.98965461836823e-06,36
34679,34724,-1.0,radius_adapted_m+length_true,0.00010358360118278856,2.381922862318198e-06,36
34707,34724,-1.0,radius_adapted_m+length_true,7.301860955528596e-05,3.0005675002193654e-06,36
34707,34807,-1.0,radius_adapted_m+length_true,4.929491506878811e-05,4.060625746468196e-06,36
34758,35842,-1.0,radius_adapted_m+length_true,0.0001143711981015523,1.6901603707135054e-06,36
34758,34775,-1.0,radius_adapted_m+length_true,7.084941404278347e-05,3.0589413838045e-06,36
34775,36010,-1.0,radius_adapted_m+length_true,0.00010330576382186454,2.6322780321819415e-06,36
34775,34807,-1.0,radius_adapted_m+length_true,8.482866267225493e-05,3.0838131173914068e-06,36
34807,34833,-1.0,radius_adapted_m+length_true,0.00011638118627135134,4.199579492354389e-06,36
34833,36010,1.0,radius_adapted_m+length_true,0.00010357188491599935,4.67866081456783e-06,36
35774,35777,-1.0,radius_adapted_m+length_true,5.053650528550442e-05,3.7904377510604705e-06,36
35774,35802,-1.0,radius_adapted_m+length_true,0.00012838159216054494,2.435517318155533e-06,36
35777,35888,1.0,radius_adapted_m+length_true,4.5492694114892575e-05,3.938352182426075e-06,36
35802,35824,-1.0,radius_adapted_m+length_true,7.051785766697833e-05,5.3888399698703395e-06,36
35804,35895,1.0,radius_adapted_m+length_true,7.56926720516836e-05,3.5201114313403828e-06,36
35842,35852,-1.0,radius_adapted_m+length_true,9.951054907602305e-05,4.164862495061088e-06,36
35852,36042,-1.0,radius_adapted_m+length_true,0.00010815695922251542,9.172077290719096e-06,36
35853,35873,-1.0,radius_adapted_m+length_true,8.29011661128091e-05,7.871332499314067e-06,36
35863,35919,-1.0,radius_adapted_m+length_true,4.636027104648151e-05,4.876046375655161e-06,36
35873,35874,-1.0,radius_adapted_m+length_true,7.105264678587072e-05,5.055992124569295e-06,36
35874,35961,1.0,radius_adapted_m+length_true,0.00010467132583182798,2.3386808767296404e-06,36
35874,35973,1.0,radius_adapted_m+length_true,7.187632575373199e-05,3.071209514618637e-06,36
35895,35923,1.0,radius_adapted_m+length_true,7.651873948219778e-05,1.3750969891155962e-06,36
35919,35923,1.0,radius_adapted_m+length_true,8.091156062753017e-05,3.734742470326638e-06,36
35919,35964,-1.0,radius_adapted_m+length_true,5.4559245811777946e-05,4.112813251651182e-06,36
35923,35931,1.0,radius_adapted_m+length_true,5.675142773180016e-05,3.263703900188441e-06,36
35931,36241,1.0,radius_adapted_m+length_true,5.786239410636384e-05,3.812272510327149e-06,36
35961,35973,-1.0,radius_adapted_m+length_true,6.185582320719222e-05,3.6723884280621842e-06,36
35964,36272,1.0,radius_adapted_m+length_true,0.00013264035614873312,2.809227303999961e-06,36
35973,36124,-1.0,radius_adapted_m+length_true,5.590287951460378e-05,3.266397791144983e-06,36
36016,36058,-1.0,radius_adapted_m+length_true,0.00019725566465454475,3.569741710229656e-06,36
36042,36051,-1.0,radius_adapted_m+length_true,0.00010897554045712548,7.082377302915063e-06,36
36051,36106,-1.0,radius_adapted_m+length_true,0.00011651922077130877,1.1218000203033994e-05,36
36124,36137,-1.0,radius_adapted_m+length_true,0.00014061572364500494,5.356927923955676e-06,36
36124,36152,1.0,radius_adapted_m+length_true,4.97416420589551e-05,6.188085480493091e-06,36
36137,36207,1.0,radius_adapted_m+length_true,8.725501522975297e-05,7.110296042622501e-06,36
36152,36301,1.0,radius_adapted_m+length_true,9.942488888749908e-05,2.026607445296849e-06,36
36152,36472,1.0,radius_adapted_m+length_true,6.957102294962073e-05,5.1384750227446845e-06,36
36166,36207,-1.0,radius_adapted_m+length_true,4.138572582913767e-05,6.131194071435238e-06,36
36166,36476,1.0,radius_adapted_m+length_true,6.79065188364682e-05,5.8974307781268696e-06,36
36166,36528,-1.0,radius_adapted_m+length_true,6.571155194671515e-05,1.5745762084347073e-06,36
36207,36528,1.0,radius_adapted_m+length_true,8.97627433206374e-05,3.1428019756456266e-06,36
36241,36272,-1.0,radius_adapted_m+length_true,8.849737831366321e-05,2.7796095055670836e-06,36
36272,36312,-1.0,radius_adapted_m+length_true,3.831527743869278e-05,3.4246979755600205e-06,36
36301,36312,1.0,radius_adapted_m+length_true,9.773690135494804e-05,2.0530458549669345e-06,36
36301,36338,1.0,radius_adapted_m+length_true,6.94238148333006e-05,2.1312706678110207e-06,36
36312,36410,1.0,radius_adapted_m+length_true,9.515669249825516e-05,1.7186591741067415e-06,36
36338,36510,1.0,radius_adapted_m+length_true,6.667638936805933e-05,4.631695301140016e-06,36
36364,36367,1.0,radius_adapted_m+length_true,3.75889928686964e-05,3.5328945250448657e-06,36
36364,36414,-1.0,radius_adapted_m+length_true,4.962203644525759e-05,4.8788972065604015e-06,36
36364,36369,1.0,radius_adapted_m+length_true,4.6154924561612897e-05,5.129710999266931e-06,36
36369,36402,-1.0,radius_adapted_m+length_true,6.827226840655294e-05,3.3698885217654043e-06,36
36369,36376,1.0,radius_adapted_m+length_true,6.586525048021744e-05,3.4027377239404173e-06,36
36376,38672,-1.0,radius_adapted_m+length_true,4.7641329525014575e-05,2.9212357107094407e-06,36
36385,38651,1.0,radius_adapted_m+length_true,6.536438491790669e-05,2.985878814128685e-06,36
36402,38672,1.0,radius_adapted_m+length_true,4.206705722709369e-05,3.099756773766981e-06,36
36405,36437,-1.0,radius_adapted_m+length_true,6.245119660085883e-05,5.807319053776918e-06,36
36410,36426,-1.0,radius_adapted_m+length_true,8.941330201185698e-05,3.3582897205346045e-06,36
36410,36414,1.0,radius_adapted_m+length_true,4.263160601161245e-05,3.030942929411784e-06,36
36429,36613,1.0,radius_adapted_m+length_true,0.0001377188384222024,3.253398919722498e-06,36
36437,36453,-1.0,radius_adapted_m+length_true,9.782728575526205e-05,4.781671777954488e-06,36
36452,36453,-1.0,radius_adapted_m+length_true,4.603867062704774e-05,3.081838049278874e-06,36
36452,36631,1.0,radius_adapted_m+length_true,8.802384661907608e-05,1.6077496446295373e-06,36
36452,38843,1.0,radius_adapted_m+length_true,6.492920176065365e-05,2.7877559999815472e-06,36
36472,36479,-1.0,radius_adapted_m+length_true,4.546842634246539e-05,4.599438489153699e-06,36
36476,36511,1.0,radius_adapted_m+length_true,5.958109196564017e-05,6.828894117056202e-06,36
36479,36510,1.0,radius_adapted_m+length_true,0.0001093517286870396,3.1329572555877934e-06,36
36511,36533,-1.0,radius_adapted_m+length_true,0.00010448373546964598,2.39480741809645e-06,36
36511,36607,1.0,radius_adapted_m+length_true,7.26023927803469e-05,6.107549304865641e-06,36
36613,36631,1.0,radius_adapted_m+length_true,8.150596196868964e-05,3.2530309669570396e-06,36
36618,36644,1.0,radius_adapted_m+length_true,0.00010303326755003326,5.818011340930069e-06,36
38672,38869,1.0,radius_adapted_m+length_true,6.550450923745907e-05,2.5098257547050322e-06,36
41350,41357,-1.0,radius_adapted_m+length_true,9.175120225280794e-05,2.6603983502990117e-06,36
33685,33700,-1.0,radius_adapted_m+length_true,4.631145280344206e-05,3.697014882859669e-06,39
33700,33784,-1.0,radius_adapted_m+length_true,5.440160651189031e-05,2.7026740052732257e-06,39
33737,33745,-1.0,radius_adapted_m+length_true,7.932666785523057e-05,1.8898135616338937e-06,39
33745,33825,1.0,radius_adapted_m+length_true,5.1398103369595827e-05,4.125925266730548e-06,39
33784,33794,1.0,radius_adapted_m+length_true,0.00013991792786590844,1.7563558474842185e-06,39
33784,33825,-1.0,radius_adapted_m+length_true,5.840728807564212e-05,2.8483811675146476e-06,39
33794,33878,-1.0,radius_adapted_m+length_true,8.137315854991514e-05,2.7724031181860406e-06,39
33825,33872,1.0,radius_adapted_m+length_true,8.375945470789477e-05,3.7089785433991865e-06,39
33842,36241,-1.0,radius_adapted_m+length_true,0.00011345508071514361,3.5828182183296344e-06,39
33842,36367,-1.0,radius_adapted_m+length_true,8.57149387127964e-05,2.9995401002314895e-06,39
33872,36385,-1.0,radius_adapted_m+length_true,0.00012144063911527314,3.009679439535722e-06,39
33872,38604,1.0,radius_adapted_m+length_true,0.00012262663307394955,4.293298206177781e-06,39
33878,38604,-1.0,radius_adapted_m+length_true,5.8353754830286894e-05,3.854923338369826e-06,39
36312,36410,1.0,radius_adapted_m+length_true,9.515669249825516e-05,1.7186591741067415e-06,39
36338,36510,1.0,radius_adapted_m+length_true,6.667638936805933e-05,4.631695301140016e-06,39
36364,36367,1.0,radius_adapted_m+length_true,3.75889928686964e-05,3.5328945250448657e-06,39
36364,36414,-1.0,radius_adapted_m+length_true,4.962203644525759e-05,4.8788972065604015e-06,39
36364,36369,1.0,radius_adapted_m+length_true,4.6154924561612897e-05,5.129710999266931e-06,39
36369,36402,-1.0,radius_adapted_m+length_true,6.827226840655294e-05,3.3698885217654043e-06,39
36369,36376,1.0,radius_adapted_m+length_true,6.586525048021744e-05,3.4027377239404173e-06,39
36376,38672,-1.0,radius_adapted_m+length_true,4.7641329525014575e-05,2.9212357107094407e-06,39
36385,38651,1.0,radius_adapted_m+length_true,6.536438491790669e-05,2.985878814128685e-06,39
36402,38672,1.0,radius_adapted_m+length_true,4.206705722709369e-05,3.099756773766981e-06,39
36405,36437,-1.0,radius_adapted_m+length_true,6.245119660085883e-05,5.807319053776918e-06,39
36405,38869,1.0,radius_adapted_m+length_true,0.00014253605100054837,2.1945696050082025e-06,39
36410,36426,-1.0,radius_adapted_m+length_true,8.941330201185698e-05,3.3582897205346045e-06,39
36410,36414,1.0,radius_adapted_m+length_true,4.263160601161245e-05,3.030942929411784e-06,39
36429,36613,1.0,radius_adapted_m+length_true,0.0001377188384222024,3.253398919722498e-06,39
36437,36453,-1.0,radius_adapted_m+length_true,9.782728575526205e-05,4.781671777954488e-06,39
36452,36453,-1.0,radius_adapted_m+length_true,4.603867062704774e-05,3.081838049278874e-06,39
36452,36631,1.0,radius_adapted_m+length_true,8.802384661907608e-05,1.6077496446295373e-06,39
36452,38843,1.0,radius_adapted_m+length_true,6.492920176065365e-05,2.7877559999815472e-06,39
36479,36510,1.0,radius_adapted_m+length_true,0.0001093517286870396,3.1329572555877934e-06,39
36511,36607,1.0,radius_adapted_m+length_true,7.26023927803469e-05,6.107549304865641e-06,39
36572,36607,1.0,radius_adapted_m+length_true,0.0001492113720708349,2.96411682878851e-06,39
36572,36580,-1.0,radius_adapted_m+length_true,5.810223878339411e-05,5.62145650457771e-06,39
36588,37213,1.0,radius_adapted_m+length_true,6.954828344768876e-05,2.555891523095545e-06,39
36588,36670,1.0,radius_adapted_m+length_true,7.533196426250032e-05,6.241323601023208e-06,39
36613,36631,1.0,radius_adapted_m+length_true,8.150596196868964e-05,3.2530309669570396e-06,39
36618,36644,1.0,radius_adapted_m+length_true,0.00010303326755003326,5.818011340930069e-06,39
36644,36689,-1.0,radius_adapted_m+length_true,4.40181095461862e-05,4.174512700007371e-06,39
36647,38907,1.0,radius_adapted_m+length_true,6.996315425403874e-05,2.599582235156386e-06,39
36647,41350,-1.0,radius_adapted_m+length_true,6.82873712523458e-05,2.336072996169706e-06,39
36670,36689,1.0,radius_adapted_m+length_true,8.249394554547842e-05,3.764811299456779e-06,39
36670,36706,1.0,radius_adapted_m+length_true,5.377199916147072e-05,6.585402283588643e-06,39
36689,41423,1.0,radius_adapted_m+length_true,5.4664067174958145e-05,3.184278496240831e-06,39
36706,37213,-1.0,radius_adapted_m+length_true,0.00011334640059592486,1.1566789287197744e-06,39
37213,37301,1.0,radius_adapted_m+length_true,7.431989335488005e-05,2.5338211343440254e-06,39
37234,37301,1.0,radius_adapted_m+length_true,8.340007813647091e-05,4.323197852688759e-06,39
37301,37319,1.0,radius_adapted_m+length_true,3.358095158778161e-05,3.7597269167396465e-06,39
37319,37364,-1.0,radius_adapted_m+length_true,7.682135392878731e-05,1.8646539392402444e-06,39
37319,37338,1.0,radius_adapted_m+length_true,8.675169578887795e-05,4.610178065027857e-06,39
37336,41575,1.0,radius_adapted_m+length_true,0.00010006987438645447,3.9624427263582735e-06,39
37353,41647,-1.0,radius_adapted_m+length_true,7.468332239567399e-05,1.4179569098554341e-06,39
37353,41650,1.0,radius_adapted_m+length_true,6.958744493387095e-05,8.107762091094761e-06,39
38602,38636,-1.0,radius_adapted_m+length_true,6.619490077878468e-05,3.2615516287167276e-06,39
38602,38720,1.0,radius_adapted_m+length_true,0.00013618317816088912,2.9873404850981986e-06,39
38636,38651,-1.0,radius_adapted_m+length_true,9.80059236426744e-05,2.085237768225602e-06,39
38636,38713,-1.0,radius_adapted_m+length_true,5.025782013681013e-05,2.8797246193885927e-06,39
38651,38666,1.0,radius_adapted_m+length_true,3.238411875729466e-05,2.553195814095202e-06,39
38666,38696,1.0,radius_adapted_m+length_true,7.6068027313894e-05,1.9121096331202096e-06,39
38666,38701,1.0,radius_adapted_m+length_true,5.838533372515695e-05,2.585901641660634e-06,39
38672,38869,1.0,radius_adapted_m+length_true,6.550450923745907e-05,2.5098257547050322e-06,39
38696,38713,1.0,radius_adapted_m+length_true,4.900594674602796e-05,2.62593843369954e-06,39
38696,38788,-1.0,radius_adapted_m+length_true,5.144992289182448e-05,2.5976756714207633e-06,39
38701,38869,-1.0,radius_adapted_m+length_true,3.397302569360904e-05,3.0107263690771406e-06,39
38701,38787,1.0,radius_adapted_m+length_true,5.9974923914047114e-05,4.096867895397481e-06,39
38713,38821,1.0,radius_adapted_m+length_true,0.00013238838809424405,2.858371983259911e-06,39
38730,38765,1.0,radius_adapted_m+length_true,9.348490368620084e-05,3.8061004188928815e-06,39
38759,38821,-1.0,radius_adapted_m+length_true,6.013766354101966e-05,3.3657313707762188e-06,39
38759,38765,1.0,radius_adapted_m+length_true,5.271723586762686e-05,4.305727738220319e-06,39
38759,39089,-1.0,radius_adapted_m+length_true,7.532864111513004e-05,2.000276390574806e-06,39
38765,39073,1.0,radius_adapted_m+length_true,5.753931832674353e-05,4.743875598427716e-06,39
38787,38788,1.0,radius_adapted_m+length_true,5.5870706106221506e-05,3.525293165893959e-06,39
38787,38949,-1.0,radius_adapted_m+length_true,6.925186242182972e-05,3.786098584436707e-06,39
38788,38807,1.0,radius_adapted_m+length_true,0.00012424979022307572,4.0645802601766335e-06,39
38805,39146,-1.0,radius_adapted_m+length_true,0.00010074871392853416,2.7946024079520225e-06,39
38843,38914,1.0,radius_adapted_m+length_true,5.421230084358907e-05,4.429834416056795e-06,39
38872,38873,1.0,radius_adapted_m+length_true,6.498761878900854e-05,5.1001322068774844e-06,39
38873,38949,1.0,radius_adapted_m+length_true,0.00010296104362274766,3.3852645454052363e-06,39
38873,39032,-1.0,radius_adapted_m+length_true,4.350325618922408e-05,3.91132213202638e-06,39
38907,38914,1.0,radius_adapted_m+length_true,0.00010361378551840123,1.2904591959967023e-06,39
38930,38933,1.0,radius_adapted_m+length_true,4.416492547354858e-05,3.340244832372234e-06,39
38930,41349,-1.0,radius_adapted_m+length_true,6.268086776728373e-05,2.8258204091894113e-06,39
38933,39032,1.0,radius_adapted_m+length_true,0.00010160305308328334,2.8163026587736208e-06,39
38933,41518,1.0,radius_adapted_m+length_true,0.00011402995778798543,3.692107493707727e-06,39
38949,38956,1.0,radius_adapted_m+length_true,4.500468903158082e-05,4.446872662159586e-06,39
38956,38987,1.0,radius_adapted_m+length_true,6.106489194722143e-05,3.0266930774842275e-06,39
38956,39146,1.0,radius_adapted_m+length_true,0.00016173474396552104,2.329127124424255e-06,39
38987,39315,1.0,radius_adapted_m+length_true,6.931063711985062e-05,2.8462787756972648e-06,39
39031,39032,1.0,radius_adapted_m+length_true,4.765305534257998e-05,4.136414736927552e-06,39
39031,39045,1.0,radius_adapted_m+length_true,0.00011214177087859331,3.536942536223935e-06,39
39045,39056,1.0,radius_adapted_m+length_true,5.997958529510602e-05,3.897198850689584e-06,39
39056,39315,1.0,radius_adapted_m+length_true,0.0001238305860728943,2.8832375246665594e-06,39
39056,39388,1.0,radius_adapted_m+length_true,0.00015151282885892618,2.943560167081886e-06,39
39073,39104,1.0,radius_adapted_m+length_true,8.731316033808382e-05,4.635309099604503e-06,39
39089,39112,1.0,radius_adapted_m+length_true,0.00012355481865850397,2.3214743818035423e-06,39
39104,39112,-1.0,radius_adapted_m+length_true,0.0001228101326390659,2.816400422039121e-06,39
39112,39239,-1.0,radius_adapted_m+length_true,6.801128589858582e-05,2.7327026670148063e-06,39
39146,39340,1.0,radius_adapted_m+length_true,5.390083529934242e-05,2.8992870350959803e-06,39
39176,39340,-1.0,radius_adapted_m+length_true,7.678012763486857e-05,2.799972864850129e-06,39
39176,39239,1.0,radius_adapted_m+length_true,8.02214514704153e-05,2.803721851484218e-06,39
39183,39221,1.0,radius_adapted_m+length_true,0.00013491098094795966,3.2387995851046584e-06,39
39221,39232,-1.0,radius_adapted_m+length_true,5.7425323206656825e-05,4.131860270336136e-06,39
39221,39774,1.0,radius_adapted_m+length_true,0.00013544241125142164,4.44729598263716e-06,39
39232,39264,-1.0,radius_adapted_m+length_true,4.260734424153508e-05,2.9586262290836395e-06,39
39232,39855,-1.0,radius_adapted_m+length_true,8.125133152867456e-05,3.2421441734723033e-06,39
39239,39264,1.0,radius_adapted_m+length_true,7.601304774676596e-05,2.200173884684747e-06,39
39264,39282,-1.0,radius_adapted_m+length_true,7.84523954033964e-05,2.368496992088268e-06,39
39282,39420,-1.0,radius_adapted_m+length_true,5.607585276860655e-05,3.2732555577851382e-06,39
39282,39447,1.0,radius_adapted_m+length_true,4.838891128007985e-05,3.225583817335818e-06,39
39297,39855,1.0,radius_adapted_m+length_true,7.214331025207455e-05,2.7451557509676053e-06,39
