run_name,model_family,lambda_q,lambda_k,lambda_b,lambda_delta,message_passing_layers,weighting_regime,flow_rmse_nl_s,flow_mae_nl_s,flow_nrmse_median,kirchhoff_rms_per_internal_node_nl_s,kirchhoff_mae_per_internal_node_nl_s,kirchhoff_p95_abs_nl_s,kirchhoff_max_abs_nl_s,kirchhoff_rms_normalized_median,pressure_min_pa,pressure_max_pa,pressure_mean_pa,arterial_pressure_mean_pa,venous_pressure_mean_pa,arterial_pressure_spread_pa,venous_pressure_spread_pa,arterial_equality_residual_pa,venous_equality_residual_pa,boundary_residual_rms_pa,boundary_residual_max_pa,delta_mean,delta_std,delta_mean_abs,delta_rms,delta_min_observed,delta_max_observed,delta_saturation_fraction,conductance_ratio_mean,conductance_ratio_median,conductance_ratio_min,conductance_ratio_max,conductance_ratio_p05,conductance_ratio_p95,convergence_status,solver_success,runtime_seconds,graph_path,output_dir,boundary_role_constraint_count,pressure_range_pa,parent_step2_run_name,representative_label,selection_category,selection_rank_within_regime,pressure_constraint_type,alpha_pa,constraint_description,pressure_constraint_display,gauge_node_id,arterial_node_ids,venous_node_ids,number_of_constraint_equations,gauge_residual_pa,equal_drop_residual_pa,fixed_drop_residual_pa,av_drop_1_pa,av_drop_2_pa,mean_av_drop_pa
q_1__k_0p1__delta_1__constraint_equal_av,gnn,1.0,0.1,100.0,1.0,2,balanced,0.33894369364842847,0.09579709044483543,9.98825545451637,0.37798113720879783,0.08091196114571622,0.2824407848984855,14.965563510660473,11.13864109637663,-2.2786471843719482,9.28063678741455,1.8131752638426104,8.07032585144043,-0.017073137685656548,0.03402137756347656,0.034146275371313095,0.03402137756347656,0.034146275371313,0.03408400360843415,0.034146275371313095,0.042174332933911,0.39314384818737663,0.37394263791694277,0.39539949383629786,-0.46635839343070984,0.48037654161453247,0.0,1.1238792213636037,1.0648504495620728,0.627282440662384,1.616683006286621,0.6320505619049073,1.6077529311180114,True,True,580.8528270130046,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_0p1__delta_1__constraint_equal_av,2.0,11.559283971786499,q_1__k_0p1__delta_1,B3,balanced,3.0,equal_av,,Equal arterial and equal venous pressures with gauge.,Equal A/V,7135,,,2.0,0.0,0.0001248978078365326,,8.087336540222168,8.087461438030005,8.087398989126086
q_1__k_0p1__delta_1__constraint_equal_drop,gnn,1.0,0.1,100.0,1.0,2,balanced,0.33236769331643157,0.09397301055560416,9.79446878016361,0.3763532808579367,0.07932941778956806,0.2604264948222885,15.039303136177296,11.090670163798892,-5.961602210998535,9.523415565490723,-0.4733714626163666,6.8269124031066895,-2.5757250785827637,5.149401664733887,5.151450157165527,5.149401664733887,5.151450157165527,0.002048158086836338,0.002048158086836338,0.04886262427359466,0.3853081309815435,0.36779149141909184,0.38839401624045927,-0.45620694756507874,0.45756733417510986,0.0,1.127418566294423,1.137531042098999,0.6336827278137207,1.5802252292633057,0.6359544575214386,1.5766533851623534,True,True,604.7041843230254,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_0p1__delta_1__constraint_equal_drop,1.0,15.485017776489258,q_1__k_0p1__delta_1,B3,balanced,3.0,equal_drop,,Equal arterial-venous drops with gauge.,Equal drop,7135,,,1.0,0.0,0.002048492431640625,,9.401613235473633,9.403661727905273,9.402637481689453
q_1__k_0p1__delta_1__constraint_fixed_drop_10pa,gnn,1.0,0.1,100.0,1.0,2,balanced,0.30482235851022876,0.08896386556091557,8.98274150575114,0.4243892413328102,0.08809341527652084,0.3038070920595264,16.645591155439732,12.506231076177922,-1.0243825912475586,14.443160057067871,2.489803948676506,9.968913316726685,-0.002032368676736951,8.948493480682373,0.004064737353473902,8.948493480682375,0.0040647373534739,0.02216886299509366,0.031086893752217293,0.0775413188277362,0.33437400063724865,0.32244093229500853,0.3432471826944898,-0.4625587463378906,0.4095999598503113,0.0,1.138660240402909,1.2376799583435059,0.6296704411506653,1.506215214729309,0.6453954696655273,1.4966855764389038,True,True,585.0437847470166,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_0p1__delta_1__constraint_fixed_drop_10pa,2.0,15.46754264831543,q_1__k_0p1__delta_1,B3,balanced,3.0,fixed_drop_10pa,10.0,Mean arterial minus venous pressure equals 10 Pa with equal venous pressure.,"Fixed drop, 10 Pa",7135,,,2.0,0.0,8.944428743328901,0.03108668327331543,14.443160057067873,5.498731313738972,9.970945685403422
q_1__k_0p1__delta_1__constraint_gauge_only,gnn,1.0,0.1,100.0,1.0,2,balanced,0.23610369942153328,0.07260199837451055,6.957686800996357,0.5442662319095514,0.10510927302702226,0.3336874505009701,21.051993481790987,16.038859142245776,-6.660887718200684,8.59070873260498,-0.6787002056323823,5.947813630104065,-2.903474807739258,5.225182294845581,5.806949615478516,5.225182294845581,5.806949615478516,,0.0,0.09319946938499882,0.3364348300189658,0.3173110319168076,0.3491053364581194,-0.44289430975914,0.49398550391197205,0.0,1.1588952754998656,1.171159267425537,0.6421750783920288,1.638834834098816,0.6629546284675598,1.6311417102813721,True,True,595.3399642769946,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_0p1__delta_1__constraint_gauge_only,0.0,15.251596450805664,q_1__k_0p1__delta_1,B3,balanced,3.0,gauge_only,,Gauge only: P[V_reference] = 0.,Gauge only,7135,,,0.0,0.0,0.5817673206329346,,8.560404777526855,9.14217209815979,8.851288437843323
q_1__k_100__delta_10__constraint_equal_av,gnn,1.0,100.0,100.0,10.0,2,conservation_prioritized,0.35164257055208215,0.10038862560482743,10.362475801069612,0.36455785082386777,0.07925991671873106,0.2736110817080922,14.514625612527254,10.743073289793145,-2.323737144470215,9.408116340637207,1.824737271479926,8.148699760437012,-0.01564706116914749,0.0306549072265625,0.03129412233829498,0.0306549072265625,0.0312941223382949,0.030976353148687952,0.03129412233829498,0.04619317973440798,0.42211934706902904,0.40783521464068084,0.42463932109963676,-0.4762563705444336,0.4907265603542328,0.0,1.1402468777791483,1.1902613639831543,0.6211042404174805,1.6335026025772095,0.6231194853782653,1.631330943107605,True,True,597.6385631790035,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_100__delta_10__constraint_equal_av,2.0,11.731853485107422,q_1__k_100__delta_10,K4,conservation_prioritized,4.0,equal_av,,Equal arterial and equal venous pressures with gauge.,Equal A/V,7135,,,2.0,0.0,0.0006392151117324829,,8.164027214050293,8.164666429162025,8.16434682160616
q_1__k_100__delta_10__constraint_equal_drop,gnn,1.0,100.0,100.0,10.0,2,conservation_prioritized,0.31237249054292854,0.09403393030042015,9.205234648037345,0.4203034414431797,0.08776563733072466,0.2900714431565249,16.705661159965857,12.38582755843024,-5.8659987449646,9.567907333374023,-0.4839888903747668,6.924490928649902,-2.5207927227020264,5.039527893066406,5.041585445404053,5.0395278930664045,5.041585445404053,0.0020579725969582796,0.0020579725969582796,0.04753757925664626,0.4141532435789639,0.40267865491455745,0.41687255919352667,-0.47117486596107483,0.4745146930217743,0.0,1.1377597557200576,1.2475391626358032,0.6242684125900269,1.607234001159668,0.6263736128807068,1.5996897339820861,True,True,602.8584485480096,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_100__delta_10__constraint_equal_drop,1.0,15.433906078338623,q_1__k_100__delta_10,K4,conservation_prioritized,4.0,equal_drop,,Equal arterial-venous drops with gauge.,Equal drop,7135,,,1.0,0.0,0.0020575523376482607,,9.444254875183104,9.446312427520752,9.445283651351929
q_1__k_100__delta_10__constraint_fixed_drop_10pa,gnn,1.0,100.0,100.0,10.0,2,conservation_prioritized,0.3513431716231955,0.10286704685963949,10.353652881391307,0.35914038930514586,0.07852775351939931,0.2691624334982997,14.422660114810082,10.583427335087366,-1.4196330308914185,14.21116828918457,2.4032300291991655,9.98754620552063,-0.005290970206260681,8.44724416732788,0.010581940412521362,8.44724416732788,0.0105819404125213,0.01155582424180594,0.012453781440854073,0.04602020785905802,0.4271606843773085,0.4121878173152539,0.4296325288069825,-0.4870496690273285,0.494144469499588,0.0,1.1420504234095947,1.2062662839889526,0.6144365668296814,1.6390953063964844,0.615949934720993,1.6375540494918823,True,True,582.2611072419968,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_100__delta_10__constraint_fixed_drop_10pa,2.0,15.630801320075989,q_1__k_100__delta_10,K4,conservation_prioritized,4.0,fixed_drop_10pa,10.0,Mean arterial minus venous pressure equals 10 Pa with equal venous pressure.,"Fixed drop, 10 Pa",7135,,,2.0,0.0,8.43666222691536,0.012453794479370117,14.21116828918457,5.774506062269211,9.99283717572689
q_1__k_100__delta_10__constraint_gauge_only,gnn,1.0,100.0,100.0,10.0,2,conservation_prioritized,0.33826980428007425,0.0981095965670299,9.968396760328107,0.37575016877743067,0.08018969236539406,0.26003040053210885,15.01926014113586,11.07289718958316,-7.0968523025512695,8.523763656616211,-1.1428585554676878,6.276338577270508,-3.217618227005005,4.063093185424805,6.43523645401001,4.063093185424805,6.43523645401001,,0.0,0.035086049732000586,0.4351569077676988,0.4212309296090657,0.436569084182268,-0.48976612091064453,0.4907892048358917,0.0,1.1335736303748616,1.191710352897644,0.6127697229385376,1.633604884147644,0.6140277981758118,1.6313723802566529,True,True,611.4642975540191,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_100__delta_10__constraint_gauge_only,0.0,15.62061595916748,q_1__k_100__delta_10,K4,conservation_prioritized,4.0,gauge_only,,Gauge only: P[V_reference] = 0.,Gauge only,7135,,,0.0,0.0,2.372143268585205,,8.30788516998291,10.680028438568115,9.493956804275513
q_1__k_10__delta_100__constraint_equal_av,gnn,1.0,10.0,100.0,100.0,2,correction_regularized,0.3528095637771187,0.10098596162580739,10.396865661874768,0.364027855371364,0.07912594237831569,0.27481061724192823,14.555042934794038,10.72745497303865,-2.3669042587280273,9.567493438720703,1.848228287557826,8.27302074432373,-0.015968002378940582,0.030864715576171875,0.031936004757881165,0.030864715576171875,0.0319360047578811,0.03140479430304741,0.031936004757881165,0.0288067684091544,0.4346095219026341,0.4199078265520387,0.43556316009806983,-0.4900548458099365,0.4897376000881195,0.0,1.1265619201751984,1.1551584005355835,0.6125928163528442,1.6318879127502441,0.6135815858840943,1.629825496673584,True,True,577.2838358599984,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_10__delta_100__constraint_equal_av,2.0,11.93439769744873,q_1__k_10__delta_100,C4,correction_regularized,4.0,equal_av,,Equal arterial and equal venous pressures with gauge.,Equal A/V,7135,,,2.0,0.0,0.0010712891817092896,,8.288453102111816,8.289524391293526,8.288988746702671
q_1__k_10__delta_100__constraint_equal_drop,gnn,1.0,10.0,100.0,100.0,2,correction_regularized,0.34583737718946056,0.09900631839917134,10.191403863885641,0.36278177418543195,0.07776273957941386,0.25311536856276556,14.642080950477698,10.69073448690662,-5.848450660705566,9.735305786132812,-0.40389766220593565,7.043389558792114,-2.543133497238159,5.084405422210693,5.086266994476318,5.084405422210692,5.086266994476318,0.0018615438602864742,0.0018615438602864742,0.03898298523215166,0.4243012852209646,0.4100434237877662,0.4260883168754739,-0.48080509901046753,0.48689109086990356,0.0,1.1331085955195035,1.1864262819290161,0.6182854175567627,1.6272494792938232,0.6203831970691681,1.623189342021942,True,True,610.8425250920118,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_10__delta_100__constraint_equal_drop,1.0,15.583756446838379,q_1__k_10__delta_100,C4,correction_regularized,4.0,equal_drop,,Equal arterial-venous drops with gauge.,Equal drop,7135,,,1.0,0.0,0.0018615722656267764,,9.58559226989746,9.587453842163086,9.586523056030273
q_1__k_10__delta_100__constraint_fixed_drop_10pa,gnn,1.0,10.0,100.0,100.0,2,correction_regularized,0.3446019111347933,0.1009064627473208,10.154996192668722,0.3686941664730998,0.07951537665151423,0.27380469311104344,14.830567329759958,10.864965445095782,-1.5509580373764038,14.0378999710083,2.3472457257123187,9.996178150177002,-0.007654327433556318,7.843903541564941,0.015308654867112637,7.843903541564941,0.0153086548671126,0.01115705446879815,0.015308654867112637,0.012836803598050636,0.43341343777091307,0.41862389010546347,0.4336034957965829,-0.4831032156944275,0.4901505410671234,0.0,1.1093100699546785,1.0473283529281616,0.6168661117553711,1.6325619220733643,0.617716658115387,1.6294935822486878,True,True,590.0408599569928,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_10__delta_100__constraint_fixed_drop_10pa,2.0,15.588858008384705,q_1__k_10__delta_100,C4,correction_regularized,4.0,fixed_drop_10pa,10.0,Mean arterial minus venous pressure equals 10 Pa with equal venous pressure.,"Fixed drop, 10 Pa",7135,,,2.0,0.0,7.828594886697829,0.003821849822998047,13.918129920959473,6.089535034261644,10.003832477610558
q_1__k_10__delta_100__constraint_gauge_only,gnn,1.0,10.0,100.0,100.0,2,correction_regularized,0.34996405317208484,0.09873686184192577,10.31301195002169,0.35552085340455025,0.07602096613558691,0.2509751466980154,14.377086327010957,10.476764045935152,-6.724564552307129,9.099225997924805,-0.7714947082936487,6.866577625274658,-3.0633695125579834,4.043164253234863,6.126739025115967,4.043164253234863,6.126739025115967,,0.0,0.024375981856767773,0.4294416769023858,0.41344285407372083,0.4301329356747942,-0.48817092180252075,0.4922837018966675,0.0,1.1197164922253762,1.1087619066238403,0.6137479543685913,1.6360481977462769,0.6154397666454315,1.63442063331604,True,True,601.8138434799621,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_10__delta_100__constraint_gauge_only,0.0,15.823790550231934,q_1__k_10__delta_100,C4,correction_regularized,4.0,gauge_only,,Gauge only: P[V_reference] = 0.,Gauge only,7135,,,0.0,0.0,2.0835747718811035,,8.88815975189209,10.971734523773193,9.929947137832642
q_1__k_1__delta_10__constraint_equal_av,gnn,1.0,1.0,100.0,10.0,2,correction_regularized,0.35094513564349505,0.10074610883899682,10.341923248653368,0.3639771291703033,0.07939084067841692,0.27800599414771004,14.320052088567792,10.725960134031682,-2.4574038982391357,9.303547859191895,1.7117085487960966,8.015477657318115,-0.01729404181241989,0.03346538543701172,0.03458808362483978,0.03346538543701172,0.0345880836248397,0.03403144385416303,0.03458808362483978,0.023103696544682185,0.4191707787102719,0.40206087071102503,0.4198070062762254,-0.4848649799823761,0.4870404601097107,0.0,1.1140365946698325,1.0706253051757812,0.6157802939414978,1.6274924278259277,0.6185330986976624,1.6252973556518555,True,True,602.651822720014,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_1__delta_10__constraint_equal_av,2.0,11.76095175743103,q_1__k_1__delta_10,C1,correction_regularized,1.0,equal_av,,Equal arterial and equal venous pressures with gauge.,Equal A/V,7135,,,2.0,0.0,0.001122698187828064,,8.032210350036621,8.03333304822445,8.032771699130535
q_1__k_1__delta_10__constraint_equal_drop,gnn,1.0,1.0,100.0,10.0,2,correction_regularized,0.3341289484432266,0.09638132524828184,9.846370811258051,0.37981504710475955,0.08042236860570516,0.26026630124079836,15.232355307648326,11.19268417451819,-5.931086540222168,9.778125762939453,-0.47858125105903837,7.068634271621704,-2.5801644325256348,5.158265590667725,5.1603288650512695,5.158265590667725,5.1603288650512695,0.0020630701910704374,0.0020630701910704374,0.02197933180908159,0.39657953174671445,0.3815790223843921,0.3971881368158149,-0.4514589011669159,0.46260136365890503,0.0,1.103303775994336,1.0591732263565063,0.6366986036300659,1.5882000923156738,0.6406961500644683,1.5819663524627685,True,True,611.9504175679758,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_1__delta_10__constraint_equal_drop,1.0,15.709212303161621,q_1__k_1__delta_10,C1,correction_regularized,1.0,equal_drop,,Equal arterial-venous drops with gauge.,Equal drop,7135,,,1.0,0.0,0.002063274383544922,,9.647767066955566,9.649830341339111,9.648798704147339
q_1__k_1__delta_10__constraint_fixed_drop_10pa,gnn,1.0,1.0,100.0,10.0,2,correction_regularized,0.34271347781968153,0.09955347404819347,10.099346376154594,0.3700160932596003,0.0794514594227176,0.26554003001435744,14.87930265109405,10.903921008167654,-1.5757331848144531,13.882364273071289,2.376334325138847,9.999933958053589,-0.007794969715178013,7.390537738800049,0.015589939430356026,7.390537738800047,0.015589939430356,0.011023850012623976,0.015589939430356026,0.009646906739085338,0.41952932666901815,0.4034463521093311,0.41964022536572304,-0.48507246375083923,0.4704835116863251,0.0,1.099303945415341,1.0646384954452515,0.6156525611877441,1.6007680892944336,0.6170360803604126,1.5978091955184937,True,True,586.9836454359465,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_1__delta_10__constraint_fixed_drop_10pa,2.0,15.458097457885742,q_1__k_1__delta_10,C1,correction_regularized,1.0,fixed_drop_10pa,10.0,Mean arterial minus venous pressure equals 10 Pa with equal venous pressure.,"Fixed drop, 10 Pa",7135,,,2.0,0.0,7.374947799369691,6.604194641113281e-05,13.695202827453612,6.3202550280839205,10.007728927768767
q_1__k_1__delta_10__constraint_gauge_only,gnn,1.0,1.0,100.0,10.0,2,correction_regularized,0.34978775412642255,0.09948854134047586,10.307816633107816,0.3570664562032789,0.07668675000095354,0.25295885991340894,14.448970665770222,10.52231106709003,-7.1680192947387695,8.662108421325684,-1.1540632559617756,6.423901081085205,-3.2784929275512695,4.064482688903809,6.556985855102539,4.064482688903809,6.556985855102539,,0.0,0.017013865496440506,0.4312484211821167,0.4165018544177987,0.43158391118205763,-0.48939579725265503,0.48359233140945435,0.0,1.1121495819495395,1.117613673210144,0.6129966378211975,1.6218903064727783,0.613840651512146,1.61878844499588,True,True,598.5059470559936,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_1__delta_10__constraint_gauge_only,0.0,15.830127716064453,q_1__k_1__delta_10,C1,correction_regularized,1.0,gauge_only,,Gauge only: P[V_reference] = 0.,Gauge only,7135,,,0.0,0.0,2.4925031661987305,,8.45614242553711,10.94864559173584,9.702394008636475
