edge_id,graph_source_node,graph_target_node,source_node,target_node,source_index,target_index,snr,tile_id,original_radius_m,length_m,original_poiseuille_conductance,selection_strategy,selected_for_radius_correction
3945,35272,35278,35272,35278,2653,2654,4.606417819416279,-1,4.140131932217628e-05,5.1346611144253984e-05,6.4200258859572675e-12,targeted_166,True
3946,35283,35287,35283,35287,2655,2656,19.888975871412438,-1,4.812140468857251e-05,0.00011519905820023268,5.2227122339138e-12,targeted_166,True
3947,35287,35630,35287,35630,2656,2681,,-1,6.5116400946863e-05,3.54464391421061e-05,5.690897745503784e-11,targeted_166,True
3948,35287,35639,35287,35639,2656,2682,25.27742388304583,-1,0.00010180487151956186,9.540973405819386e-05,1.263203722068993e-10,targeted_166,True
3985,35639,45529,35639,45529,2682,3367,24.279141045133006,-1,9.009108907775953e-05,7.186178845586255e-05,1.0285399565830457e-10,targeted_166,True
3986,35639,45729,35639,45729,2682,3389,44.73628468522118,-1,9.382700955029577e-05,7.05746206222102e-05,1.2321250524191336e-10,targeted_166,True
4938,45068,45073,45068,45073,3330,3331,,-1,3.0763199902139604e-05,2.456046422594227e-05,4.091488175246996e-12,targeted_166,True
4939,45073,45110,45073,45110,3331,3333,0.34798941085392787,-1,2.6662566597224213e-05,8.285665535368025e-05,6.843405208146908e-13,targeted_166,True
4940,45105,45110,45105,45110,3332,3333,17.165605013575448,-1,4.879963307757862e-05,7.913013541838154e-05,8.041112879392116e-12,targeted_166,True
4941,45105,45171,45105,45171,3332,3337,22.49289730123784,-1,7.721222209511325e-05,7.842815830372274e-05,5.0846847217908047e-11,targeted_166,True
4942,45105,45166,45105,45166,3332,3336,8.34463215282112,-1,5.284988947096281e-05,4.636565063265152e-05,1.8878688315023092e-11,targeted_166,True
4943,45140,45371,45140,45371,3334,3351,2.0838360958086195,-1,3.735348946065642e-05,0.00014764488150831312,1.4794427377139429e-12,targeted_166,True
4944,45140,45320,45140,45320,3334,3346,1.6271493442878349,-1,4.475611785892397e-05,8.82843742147088e-05,5.099383022513163e-12,targeted_166,True
4945,45144,45248,45144,45248,3335,3343,,-1,3.0444711228483357e-05,0.00021358438243623823,4.513046250972227e-13,targeted_166,True
4946,45144,45237,45144,45237,3335,3340,,-1,4.859955151914619e-05,3.0344708648044616e-05,2.0627087726851187e-11,targeted_166,True
